0, 0.000000, 7, 14
87, 0.000000, 523, 336
87, 1073.418209, 812, 518
87, 1160.097733, 851, 423
88, 215.602374, 1110, 0
88, 407.527806, 476, 564
88, 517.708870, 128, 627
88, 419.798239, 1280, 497
88, 576.510071, 1065, 700
88, 0.000000, 712, 794
88, 688.430494, 1280, 0
88, 794.062617, 1280, 0
88, 181.060159, 134, 960
88, 677.426287, 796, 504
88, 2002.467297, 1280, 724
88, 1602.239170, 749, 710
89, 0.000000, 1280, 960
89, 0.000000, 0, 0
89, 523.614888, 67, 532
89, 0.000000, 794, 960
89, 495.070358, 1280, 960
89, 550.394415, 894, 960
89, 582.695172, 838, 98
89, 0.000000, 1280, 616
89, 448.545205, 1280, 91
89, 1131.764134, 159, 960
89, 658.167846, 1280, 960
89, 742.159733, 1280, 756
89, 802.411559, 955, 315
90, 411.971064, 1280, 108
90, 246.538801, 22, 422
90, 411.212404, 0, 960
90, 67.569594, 203, 960
90, 0.000000, 363, 960
90, 1185.446475, 548, 334
90, 596.173876, 1280, 960
90, 543.486000, 1114, 8
90, 402.863517, 1113, 960
90, 1219.873264, 1218, 6
91, 0.000000, 768, 960
91, 0.000000, 0, 336
91, 291.750566, 0, 562
91, 819.591785, 17, 960
91, 424.479616, 1280, 268
91, 568.181886, 1015, 0
91, 585.278366, 1129, 0
91, 776.355742, 1280, 960
91, 303.925590, 638, 142
91, 1321.008943, 276, 496
91, 1390.269997, 1280, 719
92, 146.202306, 578, 688
92, 0.000000, 0, 0
92, 0.000000, 0, 812
92, 0.000000, 872, 960
92, 1293.987332, 1115, 960
92, 359.717003, 467, 204
92, 0.000000, 260, 820
92, 685.841730, 801, 937
92, 882.110224, 0, 168
92, 283.284080, 48, 889
92, 1527.655369, 1068, 1
93, 587.062733, 1194, 366
93, 427.511519, 393, 438
93, 0.000000, 71, 960
93, 0.000000, 1280, 960
93, 109.445940, 1280, 396
93, 0.000000, 187, 960
93, 0.000000, 1113, 0
93, 80.314656, 819, 646
93, 654.476270, 188, 118
93, 1023.638052, 1162, 960
93, 872.461656, 1280, 960
94, 0.000000, 1039, 442
94, 0.000000, 694, 0
94, 186.943589, 1110, 61
94, 399.888467, 750, 298
94, 427.403433, 1280, 960
94, 0.000000, 1244, 124
94, 800.773049, 691, 335
94, 637.096670, 1280, 13
94, 1317.509206, 474, 960
94, 250.678263, 790, 960
95, 0.000000, 952, 29
95, 846.041295, 591, 70
95, 962.843539, 132, 685
95, 465.702511, 805, 960
95, 426.559098, 813, 486
95, 430.894165, 665, 112
95, 763.786335, 435, 0
95, 1089.549958, 1280, 494
95, 804.804089, 1101, 0
95, 1157.483659, 786, 960
95, 1696.951454, 916, 501
96, 0.000000, 92, 960
96, 0.000000, 0, 960
96, 452.316732, 399, 960
96, 0.000000, 1280, 844
96, 863.729569, 1189, 746
96, 938.041015, 206, 598
96, 543.993187, 823, 411
96, 69.426055, 1267, 870
96, 562.913834, 596, 0
96, 0.000000, 766, 0
96, 585.319529, 1154, 539
96, 1019.656397, 1181, 242
97, 111.180596, 423, 8
97, 0.000000, 0, 217
97, 0.000000, 0, 456
97, 0.000000, 1280, 465
97, 335.541106, 0, 960
97, 0.000000, 239, 498
97, 617.144353, 1130, 0
97, 587.262664, 1280, 606
97, 591.976974, 0, 298
97, 1426.879667, 721, 960
97, 947.751115, 687, 125
98, 0.000000, 0, 0
98, 917.653783, 184, 960
98, 0.000000, 801, 885
98, 320.988051, 1280, 424
98, 758.769005, 411, 0
98, 121.652432, 1280, 0
98, 886.904430, 629, 960
98, 1083.431987, 0, 0
98, 477.655255, 1280, 0
99, 0.000000, 773, 874
99, 48.410808, 530, 19
99, 0.000000, 0, 555
99, 201.875939, 903, 551
99, 1010.242246, 1280, 696
99, 716.337923, 0, 625
99, 694.298965, 1258, 0
99, 181.703619, 1280, 960
99, 898.174127, 536, 960
99, 750.275014, 548, 601
99, 658.780475, 742, 960
99, 913.881801, 1280, 435
99, 1632.787470, 1280, 960
